list,10,37,13,0.000028376,298546.9045,0.000005218,773633.1151
list,100,507,109,0.000198184,162128.0478,0.000130206,1256080.6079
list,1000,49747,9989,0.008298164,0.0000,0.002222312,329511.0522
list,2500,312921,62504,0.010576855,0.0000,0.004839598,28961.7369
list,5000,1248241,249928,0.136322673,0.0000,0.023487241,109392.7478
list,7500,2813002,562729,0.123650985,0.0000,0.048552500,107352.3241
list,10000,5001195,1000449,0.460826122,0.0000,0.085241653,93507.7336
list,25000,31248771,6248774,3.944750321,0.0000,0.542583108,76965.7841
list,50000,125021168,24996501,14.305426710,0.0000,2.071770764,32802.9215
